Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M2005			 			 	 																																																							
M2005	1	1	le	$L1	B	le	le	D				sg	masc	3	dep	3	dep									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hHl2	B	included	mhH2	U	weak	mhH3	U	weak	mhH3	U	mhH3	0	W			0.125	0.35	224.99999999999997	200.0	91.53868601337126	93.02040551404232
M2005	1	2	 			 	 																																																							
M2005	1	3	succès	$L1	B	succès	succès	N				sg	masc	17	sub	17	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH2	U	weak	hHh2	U	weak	hHh2	U	HH	0	W			0.35	0.75	140.0	181.25	93.82721348127735	91.44624564099767
M2005	1	4	 			 	 																																																							
M2005	1	5	des	$L1	B	de+les	de+le	Pre+D				pl	masc	3	dep	3	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH2	B	weak	Hh	B	weak	Hh	U	Hm	0	0			0.75	0.86	109.99999999999999	172.5	91.82313850104015	91.82235842911234
M2005	1	6	 			 	 																																																							
M2005	1	7	réseaux	$L1	B	réseaux	réseau	N				pl	masc	5	dep	5	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH2	L	weak	Hh	L	weak	Hh	U	hm	0	W			0.86	1.15	159.99999999999991	197.5	91.03906218559275	90.93587557672154
M2005	1	8	 			 	 																																																							
M2005	1	9	sociaux	$L1	B	sociaux	social	Adj				pl	masc	7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	L	included	mhH2	U	strong	hm	U	strong	hm	U	hm	0	S			1.15	1.7	349.9999999999999	170.00000000000003	90.81281641827837	89.81264929687143
M2005	1	10	 			 	 																																																							
M2005	1	11	sur	$L1	B	sur	sur	Pre						7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	B	lone	hhm2	B	strong	hhm2	B	strong	hhm2	U	mhh1	0	0			1.7	1.9	199.99999999999994	220.00000000000003	89.02655186014445	89.54628342279554
M2005	1	12	 			 	 																																																							
M2005	1	13	internet	$L1	B	internet	internet	N				sg	masc	11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	L	lone	hhm2	L	strong	hhm2	L	strong	hhm2	U	hhh2	0	S		0.0722260000000001	1.9	2.402774	172.77399999999997	165.00000000000003	90.64751945578548	88.23716519405403
M2005	1	14	 			 	 																																																							
M2005	1	15	n	$L1	B	n'	ne	Cl						17	ad	17	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	B	included	hl	B	weak	hl	B	weak	hl	B	hl	_	W			2.475	2.64	165.00000000000003	135.0	87.43829582626338	87.84155061011353
M2005	1	16	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	hl	I	weak	hl	I	weak	hl	I	hl	_	W			2.475	2.64	165.00000000000003	135.0	87.43829582626338	87.84155061011353
M2005	1	17	est	$L1	B	est	être	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	hl	L	weak	hl	L	weak	hl	L	hl	_	W			2.475	2.64	165.00000000000003	135.0	87.43829582626338	87.84155061011353
M2005	1	18	 			 	 																																																							
M2005	1	19	plus	$L1	B	plus	plus	Adv						17	ad	17	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	hl	B	strong	Hl	B	weak	lmh1	U	lh	0	0			2.64	2.81	169.99999999999994	128.33333333333326	88.03615309122932	87.03915852863952
M2005	1	20	 			 	 																																																							
M2005	1	21	à	$L1	B	à	à	Pre						17	pred	17	pred									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	hl	I	strong	Hl	L	weak	lmh1	U	hm	0	0			2.81	2.91	100.00000000000009	153.74999999999994	87.64694812899772	87.2762227813437
M2005	1	22	 			 	 																																																							
M2005	1	23	démontrer	$L1	B	démontrer	démontrer	V	infinitive					21	dep	21	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	L	included	hl	L	strong	Hl	U	strong	ml	U	ml	0	S			2.91	3.53	339.9999999999999	121.24999999999997	85.85378491544357	84.64949714791719
M2005			 			 	 																																																							
M2005	2	1	il	$L1	B	il	il	Cl			3	sg	masc	7	sub	7	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	B	included	lmm2	B	weak	lL	B	weak	lL	U	ll	0	0			3.53	3.665	135.00000000000023	155.00000000000003	82.96331751834283	84.28961832125289
M2005	2	2	 			 	 																																																							
M2005	2	3	n	$L1	B	n'	ne	Cl						7	ad	7	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	B	ll	0	0			3.665	3.735	69.99999999999984	176.25000000000003	82.00422886544376	83.11665107755516
M2005	2	4	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	I	ll	0	0			3.665	3.735	69.99999999999984	176.25000000000003	82.00422886544376	83.11665107755516
M2005	2	5	y	$L1	B	y	y	Cl						7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	L	ll	0	0			3.665	3.735	69.99999999999984	176.25000000000003	82.00422886544376	83.11665107755516
M2005	2	6	 			 	 																																																							
M2005	2	7	a	$L1	B	a	avoir	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	U	lL	0	0			3.735	3.785	50.00000000000027	166.25	81.70224892689951	82.15213148279005
M2005	2	8	 			 	 																																																							
M2005	2	9	qu	$L1	B	qu'	que	Adv						7	ad	7	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	B	Lll2	0	0			3.785	3.965	179.99999999999972	130.0000000000001	81.94725294953474	81.32789641777451
M2005	2	10	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	I	Lll2	0	0			3.785	3.965	179.99999999999972	130.0000000000001	81.94725294953474	81.32789641777451
M2005	2	11	à	$L1	B	à	à	Pre						7	obl	7	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	lL	I	weak	lL	L	Lll2	0	0			3.785	3.965	179.99999999999972	130.0000000000001	81.94725294953474	81.32789641777451
M2005	2	12	 			 	 																																																							
M2005	2	13	voir	$L1	B	voir	voir	V	infinitive					11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	L	weak	lL	L	weak	lL	U	lLl2	W	W			3.965	4.245	280.0000000000002	147.50000000000009	81.69372659783888	82.0717479481186
M2005	2	14	 			 	 																																																							
M2005	2	15	les	$L1	B	les	le	D				pl	masc	21	dep	21	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	B	weak	Lmh3	U	weak	Lmm2	U	LL	0	0			4.245	4.365	120.00000000000011	242.49999999999994	79.91138128091589	83.81407966987469
M2005	2	16	 			 	 																																																							
M2005	2	17	soixante	$L1	B	soixante-cinq	soixante-cinq	D				pl	masc	21	dep	21	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	Lmh3	U	weak	ml	U	ml	W	W			4.365	4.875	360.00000000000034	222.49999999999991	88.02311469028919	85.81269906092201
M2005	2	18	-	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	I	weak	Lmh3	B	weak	hml3	B	hml3	W	W			4.875	5.235	360.00000000000034	222.49999999999991	88.02311469028919	85.81269906092201
M2005	2	19	cinq	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	lmm2	L	weak	Lmh3	L	weak	hml3	L	hml3	W	W			4.875	5.235	360.00000000000034	222.49999999999991	88.02311469028919	85.81269906092201
M2005	2	20	 			 	 																																																							
M2005	2	21	millions	$L1	B	millions	million	N				pl	masc	13	obj	13	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	L	included	lmm2	U	strong	mm	U	strong	mm	U	mm	0	S			5.235	5.615	240.00000000000023	185.00000000000006	85.2416484550888	84.97134878497836
M2005	2	22	 			 	 																																																							
M2005	2	23	d	$L1	B	d'	de	Pre						21	dep	21	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	B	included	mhH3	B	weak	mll1	B	weak	mll1	B	ll	0	W			5.615	6.215	149.99999999999946	135.0	82.14123445249919	84.89315467021997
M2005	2	24	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH3	I	weak	mll1	I	weak	mll1	I	ll	0	W			5.615	6.215	149.99999999999946	135.0	82.14123445249919	84.89315467021997
M2005	2	25	utilisateurs	$L1	B	utilisateurs	utilisateur	N				pl	masc	23	dep	23	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH3	L	weak	mll1	L	weak	mll1	L	ll	0	W			5.615	6.215	149.99999999999946	135.0	82.14123445249919	84.89315467021997
M2005	2	26	 			 	 																																																							
M2005	2	27	de	$L1	B	de	de	Pre						25	dep	25	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl2	I	included	mhH3	B	strong	lhH3	U	weak	lh	U	lm	0	0			6.215	6.305	89.99999999999986	189.99999999999994	85.0895568072499	86.9159616512859
M2005	2	28	 			 	 																																																							
M2005	2	29	Facebook	$L1	B	Facebook	Facebook	N				sg	masc/fem	27	dep	27	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	hHl2	L	included	mhH3	L	strong	lhH3	U	strong	hhH2	U	hhH2	W	S		0.480073	6.305	6.805	259.9999999999998	165.00000000000003	93.80454996642219	87.4440552962343
M2005			 			 	 																																																							
M2005	3	1	mais	$L1	B	mais	mais	J						0	root	0	root									O	B	O	O	O	O	O	O	O	O	O	O	O	U	B	hmH1	U	lone	mhH3	U	strong	mhH3	U	strong	mhH3	U	mhH3	_	S		0.153296	7.285073	7.521586	236.51300000000043		92.30849113067018	
M2005	3	2	 			 	 																																																							
M2005	3	3	connaissez	$L1	B	connaissez	connaître	V	indicative	present	2	pl		1	dep	1	dep									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	hmH1	B	included	Hh	B	weak	HH	B	weak	HH	U	hhH2	_	W			7.674882	8.129882	150.00000000000034	217.4999999999998	91.9673791543522	91.90367528603011
M2005	3	4	-	$L1	B	-vous	vous	Cl			2	pl		3	sub	3	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hmH1	I	included	Hh	I	weak	HH	I	weak	HH	B	hH	_	W			8.129882	8.279882	150.00000000000034	217.4999999999998	91.9673791543522	91.90367528603011
