Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0015			 			 	 																																																							
M0015	1	1	euh	$L1	B	euh	euh	I						0	root	0	root									O	B	O	O	B	O	O	O	O	O	O	O	U	O	B	hHm2	U	filled-pause	hm	U	filled-pause	hm	U	filled-pause	hm	U	hm	0	0	H	0.36623	0.12	0.55	430.00000000000006		86.77731094784471	
M0015	1	2	 			 	 																																																							
M0015	1	3	je	$L1	B	je	je	Cl			1	sg		13	para_disfl					13	para_disfl	15	sub_inherited			U	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hHm2	U	tail	hm	U	tail	hm	U	tail	hm	U	hm	_	0	H	0.0958349999999999	0.91623	1.39623	480.0000000000001		87.12753955236867	
M0015	1	4	 			 	 																																																							
M0015	1	5	d	$L1	B	d'	de	Pre						15	ad	15	ad									B	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hHm2	B	lone	mH	B	strong	mH	B	strong	mH	B	mH	_	_	_		1.492065	1.532065				
M0015	1	6	'	$L1	I																					I	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hHm2	I	lone	mH	I	strong	mH	L	strong	mH	L	mH	_	_	_		1.492065	1.532065				
M0015	1	7	ici	$L1	B	ici	ici	Adv						5	dep	5	dep									L	I	O	O	I	O	O	O	O	O	O	O	O	O	L	hHm2	L	lone	mH	L	strong	mH	U	strong	HHh1	U	HHh1	S	S		0.13	1.532065	2.140781	508.71599999999995	140.0000000000001	92.61216388449756	88.76214304041136
M0015	1	8	 			 	 																																																							
M0015	1	9	du	$L1	B	de+le	de+le	Pre+D				sg	masc	5	para_reform					5	para_reform	15	ad_inherited			B	I	O	O	I	O	O	O	O	O	O	O	O	O	B	mmh2	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	_	S			2.270781	2.410781	140.0000000000001	145.00000000000003	86.0725062322611	88.77043558836169
M0015	1	10	 			 	 																																																							
M0015	1	11	CCJ	$L1	B	CCJ	CCJ	N				sg	masc	9	dep	9	dep									L	I	O	O	L	O	O	O	O	O	O	O	O	O	I	mmh2	U	lone	mH	U	strong	mH	U	strong	mH	U	mH	0	S			2.410781	3.130781	429.9999999999997	364.6050000000001	90.38016177119516	86.81503298023645
M0015	1	12	 			 	 																																																							
M0015	1	13	je	$L1	B	je	je	Cl			1	sg		15	sub	15	sub									U	I	B	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	U	lone	mhl2	U	strong	mhl2	U	strong	mhl2	U	hL	0	0	H		3.130781	4.113954	983.1729999999999	229.20674999999991	84.24309687315434	88.55434391693993
M0015	1	14	 			 	 																																																							
M0015	1	15	remonte	$L1	B	remonte	remonter	V	indicative	present	1	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	B	lone	hm	B	strong	hm	B	strong	hm	B	hh	0	S			4.113954	4.470781	131.5799999999996	333.0207500000002	89.29656727018204	86.8632735474304
M0015	1	16	 			 	 																																																							
M0015	1	17	l	$L1	B	l'	le	D				sg	fem	19	dep	19	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	lone	hm	I	strong	hm	I	strong	hm	I	hh	0	0			4.470781	4.500781	120.00000000000011	107.39175000000012	89.03909741801493	87.91846828218374
M0015	1	18	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	lone	hm	I	strong	hm	I	strong	hm	L	hh	0	0			4.470781	4.500781	120.00000000000011	107.39175000000012	89.03909741801493	87.91846828218374
M0015	1	19	avenue	$L1	B	avenue	avenue	N				sg	fem	15	obj	15	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	lone	hm	I	strong	hm	I	strong	hm	U	mm	0	0			4.500781	4.663521	69.07700000000006	77.73075000000019	88.20640596000062	88.06547447826595
M0015	1	20	 			 	 																																																							
M0015	1	21	Alsace	$L1	B	Alsace-Lorraine	Alsace-Lorraine	N				sg	masc/fem	19	dep	19	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	lone	hm	I	strong	hm	I	strong	hm	U	mm	0	S			4.663521	4.920781	169.99999999999994	129.38925	86.03188053150156	86.23089161067526
M0015	1	22	-	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	lone	hm	I	strong	hm	I	strong	hm	B	mm	0	S			4.920781	5.180781	169.99999999999994	129.38925	86.03188053150156	86.23089161067526
M0015	1	23	Lorraine	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	L	lone	hm	L	strong	hm	L	strong	hm	L	mm	0	S			4.920781	5.180781	169.99999999999994	129.38925	86.03188053150156	86.23089161067526
M0015	1	24	 			 	 																																																							
M0015	1	25	jusqu	$L1	B	jusqu'à	jusqu'à	Pre						15	ad	15	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	B	included	mHl3	B	weak	ml	B	weak	ml	B	mm	0	0			5.180781	5.410781	80.00000000000007	165.00000000000003	85.62070746765295	85.6062177309949
M0015	1	26	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	included	mHl3	I	weak	ml	I	weak	ml	I	mm	0	0			5.180781	5.410781	80.00000000000007	165.00000000000003	85.62070746765295	85.6062177309949
M0015	1	27	à	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	included	mHl3	I	weak	ml	I	weak	ml	L	mm	0	0			5.410781	5.440781	80.00000000000007	165.00000000000003	85.62070746765295	85.6062177309949
M0015	1	28	 			 	 																																																							
M0015	1	29	la	$L1	B	la	le	D				sg	fem	31	dep	31	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	included	mHl3	I	weak	ml	I	weak	ml	U	mm	0	0			5.440781	5.520781	80.00000000000007	152.50000000000009	85.40368747542635	85.3668396903482
M0015	1	30	 			 	 																																																							
M0015	1	31	place	$L1	B	place	place	N				sg	fem	25	dep	25	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	included	mHl3	L	weak	ml	L	weak	ml	U	mm	W	W			5.520781	5.750781	229.99999999999955	97.50000000000014	85.10145536771297	85.11252681031583
M0015	1	32	 			 	 																																																							
