Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0024			 			 	 																																																							
M0024	1	1	euh	$L1	B	euh	euh	I						0	root	0	root									O	B	B	O	O	O	O	O	O	O	O	O	U	O	B	mml3	B	lone	mh	B	strong	mh	B	strong	mh	U	mm	0	0	H		0.255	0.925	670.0	95.5125	92.50509016400895	92.27316945066077
M0024	1	2	 			 	 																																																							
M0024	1	3	il	$L1	B	il	il	Cl			3	sg	masc	7	sub	7	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	lone	mh	I	strong	mh	I	strong	mh	U	mm	0	0			0.925	1.045	119.99999999999989	270.00000000000006	92.30833257512293	92.3210167626973
M0024	1	4	 			 	 																																																							
M0024	1	5	y	$L1	B	y	y	Cl						7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	lone	mh	I	strong	mh	I	strong	mh	U	mm	0	0			1.045	1.116025	71.02500000000012	248.43974999999998	92.2380063261986	92.37262651132423
M0024	1	6	 			 	 																																																							
M0024	1	7	avait	$L1	B	avait	avoir	V	indicative	imperfect	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	L	lone	mh	L	strong	mh	L	strong	mh	U	mm	0	0			1.116025	1.319784	134.78400000000002	164.41025000000005	92.45712950828069	92.5916822736592
M0024	1	8	 			 	 																																																							
M0024	1	9	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	I	I	O	O	U	O	O	O	O	O	O	O	O	I	mml3	B	included	hm	B	weak	hm	B	weak	hm	B	hm	S	S			1.319784	1.66129	187.62999999999997	182.48025	92.9564720822511	92.43166790979087
M0024	1	10	 			 	 																																																							
M0024	1	11	une	$L1	B	une	un	D				sg	fem	17	dep	17	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	L	weak	hm	L	weak	hm	L	hm	W	W			1.66129	1.837425	330.0110000000001	207.96924999999993	92.95229688830275	92.48106510396767
M0024	1	12	 			 	 																																																							
M0024	1	13	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	mml3	I	included	hm	B	weak	mm	B	weak	mm	U	mm	0	0	H		1.837425	2.033576	196.15099999999995	347.6645	92.09729144469574	92.98656253732392
M0024	1	14	 			 	 																																																							
M0024	1	15	jeune	$L1	B	jeune	jeune	Adj				sg	fem	17	dep	17	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	L	weak	mm	L	weak	mm	U	mm	W	W			2.033576	2.346888	313.3119999999998	356.59100000000007	92.41336738064314	92.62406198575916
M0024	1	16	 			 	 																																																							
M0024	1	17	fille	$L1	B	fille	fille	N				sg	fem	7	obj	7	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	B	weak	mm	B	weak	hm	U	hm	S	0			2.346888	3.21209	340.49700000000007	328.25424999999996	91.8225458119395	92.10823593720376
M0024	1	18	 			 	 																																																							
M0024	1	19	qui	$L1	B	qui	qui	Qu						21	sub	21	sub									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	L	weak	mm	L	weak	hm	U	mm	W	W			3.24709	3.55709	310.00000000000006	300.0505	91.29640880186753	91.96817292028301
M0024	1	20	 			 	 																																																							
M0024	1	21	regardait	$L1	B	regardait	regarder	V	indicative	imperfect	3	sg		17	dep	17	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	U	weak	mm	U	weak	mm	U	mm	0	W			3.55709	3.95709	100.00000000000009	155.00000000000003	91.3765181293825	91.10905402005113
M0024	1	22	 			 	 																																																							
M0024	1	23	dans	$L1	B	dans	dans	Pre						21	obl	21	obl									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	I	included	hm	B	strong	mmm2	B	strong	mmm2	U	mm	0	0			3.95709	4.10709	150.00000000000034	142.49999999999997	91.21028569036879	91.01739607974396
M0024	1	24	 			 	 																																																							
M0024	1	25	une	$L1	B	une	un	D				sg	fem	27	dep	27	dep									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mml3	L	included	hm	L	strong	mmm2	L	strong	mmm2	U	mm	0	0			4.10709	4.27709	169.99999999999994	180.00000000000006	90.79989831874191	90.97417699005075
M0024	1	26	 			 	 																																																							
