Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0007	nan		 			 	 																																																							
M0007	1	1	bon	$L1	B	bon	bon	I						0.0	root	0.0	root									O	B	B	O	O	O	O	O	O	O	O	O	U	O	B	mm	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	0	S			0.16	0.35	190.0	130.0	87.52456028085956	86.97805064634225
M0007	1	2	 			 	 																																																							
M0007	1	3	vous	$L1	B	vous	vous	Cl			2.0	pl		5.0	sub	5.0	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	B	included	mh	B	weak	mhl1	B	weak	mhl1	U	mm	0	0			0.35	0.41	60.0	180.00000000000003	87.06021067969519	87.87187388836892
M0007	1	4	 			 	 																																																							
M0007	1	5	prenez	$L1	B	prenez	prendre	V	indicative	present	2.0	pl		0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mh	L	weak	mhl1	L	weak	mhl1	U	mh	0	W			0.41	0.76	150.00000000000003	156.2745	89.19517077125788	88.02738186061619
M0007	1	6	 			 	 																																																							
M0007	1	7	la	$L1	B	la	le	D				sg	fem	9.0	dep	9.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mh	B	weak	hm	B	weak	hm	U	hm	0	0			0.76	0.907618	147.61800000000002	223.0955	89.44732115085054	88.21059007321685
M0007	1	8	 			 	 																																																							
M0007	1	9	route	$L1	B	route	route	N				sg	fem	5.0	obj	5.0	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mh	L	weak	hm	L	weak	hm	U	mm	W	W			0.907618	1.125098	217.4799999999999	200.63	88.70610499892972	88.52656699138215
M0007	1	10	 			 	 																																																							
M0007	1	11	là	$L1	B	là	là	Adv						5.0	ad	5.0	ad									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	included	mh	U	strong	mm	U	strong	mm	U	mm	S	S			1.125098	1.45	324.90200000000004	198.7745	88.04519390969051	88.25499763082006
M0007	nan		 			 	 																																																							
M0007	2	1	vous	$L1	B	vous	vous	Cl			2.0	pl		3.0	sub	3.0	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	mm	B	filled-dis	hml2	B	filled-dis	hml2	B	filled-dis	hml2	U	ml	0	0			1.45	1.63	179.99999999999994	256.86875	87.41858213372971	88.26107013959104
M0007	2	2	 			 	 																																																							
M0007	2	3	sortez	$L1	B	sortez	sortir	V	indicative	present	2.0	pl		0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	filled-dis	hml2	L	filled-dis	hml2	L	filled-dis	hml2	U	hm	0	S			1.63	2.115093	235.093	271.6356666666667	88.8449994099737	87.66933342188389
M0007	2	4	 			 	 																																																							
M0007	2	5	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	mm	U	filled-pause	mm	U	filled-pause	mm	U	filled-pause	mm	U	mm	0	0	H	0.17	2.115093	2.5	384.9070000000001	242.5465	88.1414358921517	88.14649082487196
M0007	2	6	 			 	 																																																							
M0007	2	7	de	$L1	B	de	de	Pre						3.0	obl	3.0	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	B	tail	mm	B	tail	mm	B	tail	mm	B	mm	_	_	_		2.67	2.768095				
M0007	2	8	 			 	 																																																							
M0007	2	9	la	$L1	B	la	le	D				sg	fem	13.0	dep	13.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	tail	mm	L	tail	mm	L	tail	mm	L	mm	0	0			2.768095	3.08553	415.53	154.47000000000034	86.34391634832338	85.79696543405626
M0007	2	10	 			 	 																																																							
M0007	2	11	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	mm	U	filled-pause	ml	U	filled-pause	ml	U	filled-pause	ml	U	ml	0	0	H	0.455498	3.08553	3.24	154.47000000000034	415.53	85.79696543405626	86.34391634832338
M0007	2	12	 			 	 																																																							
M0007	2	13	commune	$L1	B	commune	commune	N				sg	fem	7.0	dep	7.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	0	S			3.695498	3.975498	160.00000000000014	153.33333333333317	88.55500671000203	88.20845135567345
M0007	2	14	 			 	 																																																							
