Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0016	nan		 			 	 																																																							
M0016	1	1	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	B	O	O	B	O	O	O	O	O	O	O	U	O	B	hl	U	filled-pause	Hm	U	filled-pause	Hm	U	filled-pause	Hm	U	mm	0	0			0.460299	0.540299	79.99999999999996	259.01900000000006	91.2652531055802	92.90196761259229
M0016	1	2	 			 	 																																																							
M0016	1	3	bon	$L1	B	bon	bon	I						0.0	root	0.0	root									O	I	O	O	I	O	O	O	O	O	O	O	U	O	I	hl	B	lone	mh	B	strong	mh	B	weak	mh	U	mmm2	0	0			0.540299	0.820299	280.0	139.99999999999997	91.82168183237228	93.61142792134572
M0016	1	4	 			 	 																																																							
M0016	1	5	pour	$L1	B	pour	pour	Pre						33.0	ad	33.0	ad									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	I	lone	mh	I	strong	mh	L	weak	mh	U	hh	0	0			0.820299	1.099946	238.0380000000001	172.99049999999997	93.98225339281224	93.55803841320872
M0016	1	6	 			 	 																																																							
M0016	1	7	aller	$L1	B	aller	aller	V	infinitive					5.0	dep	5.0	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	L	lone	mh	L	strong	mh	U	strong	hh	U	hh	W	S			1.099946	1.390299	230.0	185.00000000000003	95.5584414492378	93.81598710004415
M0016	1	8	 			 	 																																																							
M0016	1	9	du	$L1	B	de+le	de+le	Pre+D				sg	masc	7.0	obj	7.0	obj									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	B	motherless	hm	B	weak	hm	U	weak	hm	U	hm	0	0			1.390299	1.700299	310.00000000000006	132.99049999999997	93.43828093467816	93.91472893724618
M0016	1	10	 			 	 																																																							
M0016	1	11	CRDT	$L1	B	CRDT	CRDT	N				sg	masc	9.0	dep	9.0	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	L	motherless	hm	L	weak	hm	U	weak	mm	U	hm	0	W			1.700299	2.513163	482.86399999999975	230.9190000000001	92.21161134439662	89.88396668576091
M0016	1	12	 			 	 																																																							
M0016	1	13	à	$L1	B	à	à	Pre						7.0	obl	7.0	obl									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	B	tail	mHl2	B	tail	mHl2	B	strong	mHl2	U	ml	0	0	H		2.583163	2.923163	340.0000000000003	343.1742499999999	88.57247375870008	90.26366309887754
M0016	1	14	 			 	 																																																							
M0016	1	15	la	$L1	B	la	le	D				sg	fem	17.0	dep	17.0	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	I	tail	mHl2	I	tail	mHl2	L	strong	mHl2	U	ll	0	0	H		2.923163	3.196839	273.67600000000004	396.37325	86.20573686283727	92.07666113239492
M0016	1	16	 			 	 																																																							
M0016	1	17	gare	$L1	B	gare	gare	N				sg	fem	13.0	dep	13.0	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	L	tail	mHl2	L	tail	mHl2	U	tail	HH	U	HH	S	0		0.237114	3.196839	3.959468	346.4720000000003	344.91649999999987	97.38585113265228	88.17122257833398
M0016	1	18	 			 	 																																																							
M0016	1	19	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	O	O	I	O	O	O	O	O	O	O	U	O	I	hl	U	filled-pause	ml	U	filled-pause	ml	U	filled-pause	ml	U	ml	_	0	H		4.196582	4.506582	309.9999999999996	171.13449999999995	87.63023960575637	86.44444171734648
M0016	1	20	 			 	 																																																							
M0016	1	21	de	$L1	B	de	de	Pre						17.0	dep	17.0	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hl	B	lone-dis-strong	lhH2	B	dis-strong	lhH2	U	strong	lH	U	ll	0	0			4.506582	4.656582	150.00000000000034	257.940333333333	86.72856086599734	88.80414647402179
M0016	1	22	 			 	 																																																							
M0016	1	23	Grenoble	$L1	B	Grenoble	Grenoble	N				sg	masc/fem	21.0	dep	21.0	dep									O	I	O	O	L	O	O	O	O	O	O	O	O	O	I	hl	I	lone-dis-strong	lhH2	I	dis-strong	lhH2	B	dis-strong	Hh	U	Hh	0	0			4.656582	5.427476	307.07300000000083	515.0497499999998	97.37944865527233	90.53937299589111
M0016	1	24	 			 	 																																																							
M0016	1	25	je	$L1	B	je	je	Cl			1	sg		31.0	para_disfl					31.0	para_disfl	33	sub_inherited			U	I	B	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	lone-dis-strong	lhH2	L	dis-strong	lhH2	L	dis-strong	Hh	U	hh	S	S	H		5.427476	5.951913	524.4369999999998	474.6527500000002	93.4581730364024	92.99257118776504
M0016	1	26	 			 	 																																																							
M0016	1	27	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									B	I	I	O	O	O	O	O	O	O	O	O	U	O	I	hl	B	lone	hml2	B	strong	hml2	B	strong	hml2	U	hl	0	0	H		5.951913	7.023854	1071.9409999999998	312.52675000000016	89.91711913085308	94.4949160993508
M0016	1	28	 			 	 																																																							
M0016	1	29	ben	$L1	B	ben	ben	I						0.0	root	0.0	root									I	I	I	O	O	O	O	O	O	O	O	O	U	O	I	hl	I	lone	hml2	I	strong	hml2	I	strong	hml2	U	mm	0	0			7.023854	7.271899	248.0450000000003	484.5832499999998	92.05183971732146	93.7920165269197
M0016	1	30	 			 	 																																																							
M0016	1	31	je	$L1	B	je	je	Cl			1	sg		33.0	sub	33.0	sub									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	lone	hml2	I	strong	hml2	I	strong	hml2	U	mhH2	0	0			7.271899	7.442451	170.55199999999982	402.84725	95.09020298840696	92.89293289439333
M0016	1	32	 			 	 																																																							
M0016	1	33	sors	$L1	B	sors	sortir	V	indicative	present	1	sg		0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	lone	hml2	L	strong	hml2	L	strong	hml2	U	Hm	S	S			7.442451	7.613854	171.40299999999974	172.14925000000014	96.70257095201634	92.82106348940437
M0016	1	34	 			 	 																																																							
M0016	1	35	déjà	$L1	B	déjà	déjà	Adv						33.0	ad	33.0	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	included	mhl2	U	weak	hm	U	weak	hm	U	mm	0	W			7.613854	7.883854	150.00000000000034	155.35074999999975	91.24200947450656	92.16020870281162
M0016	1	36	 			 	 																																																							
M0016	1	37	du	$L1	B	de+le	de+le	Pre+D				sg	masc	33.0	obl	33.0	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	included	mhl2	B	strong	mhl2	U	weak	ml	U	ml	0	0			7.883854	8.093854	249.99999999999912	127.50000000000016	89.48631723457531	90.5615393235215
M0016	1	38	 			 	 																																																							
M0016	1	39	CRDT	$L1	B	CRDT	CRDT	N				sg	masc	37.0	dep	37.0	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	included	mhl2	L	strong	mhl2	U	strong	lhh3	U	mhH2	W	S			8.133854	9.213778	679.9239999999998	284.554	93.38038592918468	90.7091743078956
M0016	nan		 			 	 																																																							
M0016	2	1	je	$L1	B	je	je	Cl			1	sg		3.0	sub	3.0	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	hl	U	motherless-dis-weak	hm	U	dis-weak	hm	U	dis-weak	hm	U	hm	W	W	H		9.213778	9.852306	638.5280000000009	370.3490000000001	92.7684701856902	92.52077084150169
M0016	2	2	 			 	 																																																							
M0016	2	3	remonte	$L1	B	remonte	remonter	V	indicative	present	1	sg		0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	included	mHl3	U	weak	mh	U	weak	mh	U	hh	0	W			9.852306	10.493778	461.7840000000015	329.5539999999999	95.18667158585438	92.2818765294588
M0016	2	4	 			 	 																																																							
