Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0003	nan		 			 	 																																																							
M0003	1.0	1.0	alors	$L1	B	alors	alors	Adv						0.0	root	0.0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	B	mhl1	B	included	mlh2	B	weak	mmh2	B	strong	mh	B	ml	0	W			1.164209	1.476991	163.00400000000016	134.94966666666662	90.78522758723209	90.79643096885846
M0003	1.0	2.0	 			 	 																																																							
M0003	1.0	3.0	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	O	B	O	O	O	O	O	O	O	O	U	O	I	mhl1	I	included	mlh2	I	weak	mmh2	I	strong	mh	L	ml	0	0	H		1.476991	1.573428	180.90399999999997	134.71474999999998	90.47966847578866	91.3735649574287
M0003	1.0	4.0	 			 	 																																																							
M0003	1.0	5.0	la	$L1	B	la	le	D				sg	fem	7.0	dep	7.0	dep									O	I	O	I	O	O	O	O	O	O	O	O	O	O	I	mhl1	I	included	mlh2	I	weak	mmh2	L	strong	mh	U	lm	0	0			1.573428	1.732062	158.63399999999993	165.83300000000006	91.46330231630458	91.95782241619013
M0003	1.0	6.0	 			 	 																																																							
M0003	1.0	7.0	cathédrale	$L1	B	cathédrale	cathédrale	N				sg	fem	0.0	root	0.0	root									O	I	O	I	O	O	O	O	O	O	O	O	O	O	I	mhl1	I	included	mlh2	L	weak	mmh2	U	weak	hm	U	mm	S	W			1.732062	2.294209	242.7229999999998	180.24175000000008	92.80333929406574	92.08018250265866
M0003	1.0	8.0	 			 	 																																																							
M0003	1.0	9.0	Notre	$L1	B	Notre-Dame	Notre-Dame	N				sg	fem	7.0	dep	7.0	dep									O	I	O	I	O	O	O	O	O	O	O	O	O	O	I	mhl1	L	included	mlh2	U	strong	ml	U	strong	ml	U	ml	0	S			2.294209	2.695752	189.95499999999987	187.747	89.79421832993164	89.82086654404642
M0003	1.0	10.0	-	$L1	I																					O	I	O	I	O	O	O	O	O	O	O	O	O	O	I	mhl1	B	motherless	ll	B	weak	ll	B	weak	ll	B	ll	0	S			2.695752	2.961055	189.95499999999987	187.747	89.79421832993164	89.82086654404642
M0003	1.0	11.0	Dame	$L1	I																					O	I	O	L	O	O	O	O	O	O	O	O	O	O	I	mhl1	L	motherless	ll	L	weak	ll	L	weak	ll	L	ll	0	S			2.695752	2.961055	189.95499999999987	187.747	89.79421832993164	89.82086654404642
M0003	1.0	12.0	 			 	 																																																							
M0003	1.0	13.0	alors	$L1	B	alors	alors	Adv						0.0	root	0.0	root									O	I	O	U	O	O	O	O	O	O	O	O	O	O	I	mhl1	B	motherless-dis-weak	mL	B	dis-weak	mL	B	dis-weak	mL	B	mL	0	W			2.961055	3.364871	183.9529999999998	328.7682500000001	88.62952542843007	89.04915348471081
M0003	1.0	14.0	 			 	 																																																							
M0003	1.0	15.0	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	O	B	O	O	O	O	O	O	O	O	U	O	I	mhl1	L	motherless-dis-weak	mL	L	dis-weak	mL	L	dis-weak	mL	L	mL	W	W	H		3.364871	4.060175	825.0230000000003	193.33299999999983	87.72985542238078	89.52177413214747
M0003	1.0	16.0	 			 	 																																																							
M0003	1.0	17.0	en	$L1	B	en fait	en fait	Adv						0.0	root	0.0	root									O	I	O	I	O	O	O	O	O	O	O	O	O	O	I	mhl1	U	lone	mm	U	strong	mm	U	strong	mm	U	ml	0	0			4.060175	4.194778	134.60300000000024	399.28074999999984	89.77293584767001	89.51078259054592
M0003	1.0	18.0	 		I																																																									
M0003	1.0	19.0	fait	$L1	I																					O	I	O	L	O	O	O	O	O	O	O	O	O	O	I	mhl1	B	lone	mml1	B	strong	mml1	B	strong	mml1	B	mml2	S	S			4.194778	4.56261	289.2839999999994	385.0275000000002	90.785030913629	89.91757181392748
M0003	1.0	20.0	 			 	 																																																							
M0003	1.0	21.0	elle	$L1	B	elle	lui	Cl			3	sg	fem	23.0	sub	23.0	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	mhl1	I	lone	mml1	I	strong	mml1	I	strong	mml1	L	mml2	0	0	H		4.56261	4.782925	298.8629999999999	230.2292500000001	90.8987185977439	90.8676811636946
M0003	1.0	22.0	 			 	 																																																							
M0003	1.0	23.0	&		B	&	&	V	indicative	present	3	sg		0.0	root	0.0	root																																													
M0003	nan		 			 	 																																																							
M0003	3	1.0	donc	$L1	B	donc	donc	Adv						0.0	root	0.0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	I	mhl1	I	lone	mml1	I	strong	mml1	I	strong	mml1	U	mm	0	0			4.782925	5.064546	281.6210000000003	275.3947499999998	91.26877738791524	90.90515233257412
M0003	3	2.0	 			 	 																																																							
