Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0006			 			 	 																																																							
M0006	1	1	ouais	$L1	B	ouais	ouais	I						0	root	0	root									O	B	O	O	B	O	O	O	O	O	O	O	U	O	B	lm	B	included	lm	U	weak	ll	U	weak	ll	U	ll	0	W			1.0575	1.2175	159.99999999999991	153.23	82.93421073922043	83.61047667200437
M0006	1	2	 			 	 																																																							
M0006	1	3	ben	$L1	B	ben	ben	I						0	root	0	root									O	I	O	O	I	O	O	O	O	O	O	O	U	O	I	lm	I	included	lm	B	weak	ll	B	weak	ll	U	ll	0	0			1.2175	1.361722	236.4599999999999	100.00000000000001	83.06429195499149	83.6678608563505
M0006	1	4	 			 	 																																																							
M0006	1	5	pour	$L1	B	pour	pour	Pre						19	ad	19	ad									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	I	weak	ll	I	weak	ll	U	ll	0	0			1.45396	1.56396	70.00000000000006	104.11499999999995	83.91271044081384	83.75429300913555
M0006	1	6	 			 	 																																																							
M0006	1	7	aller	$L1	B	aller	aller	V	infinitive					5	dep	5	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	L	weak	ll	L	weak	ll	U	lL	W	W			1.56396	1.65396	60.00000000000006	72.50000000000001	83.86421624126598	84.09384035121418
M0006	1	8	 			 	 																																																							
M0006	1	9	à	$L1	B	à	à	Pre						7	obl	7	obl									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	B	strong	mml1	B	weak	Lm	U	Ll	0	0			1.65396	1.70396	49.99999999999982	102.55325000000003	83.9320024512675	84.31638559973905
M0006	1	10	 			 	 																																																							
M0006	1	11	La	$L1	B	La	le	D				sg	masc/fem	13	dep	13	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	I	strong	mml1	I	weak	Lm	U	Ll	0	0			1.70396	1.80396	100.00000000000009	112.49999999999993	84.37398712375813	84.72931788286104
M0006	1	12	 			 	 																																																							
M0006	1	13	Nef	$L1	B	Nef	Nef	N				sg	masc/fem	9	dep	9	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	I	strong	mml1	L	weak	Lm	U	ll	W	W			1.80396	1.984173	180.21299999999997	120.50999999999995	85.11462859311821	85.25125853639284
M0006	1	14	 			 	 																																																							
