Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M2006	nan		 			 	 																																																							
M2006	1.0	1	bonjour	$L1	B	bonjour	bonjour	I						0.0	root	0.0	root									O	B	U	O	O	O	O	O	O	O	O	O	O	O	B	hmH1	B	lone	hmH2	B	strong	hmH2	B	strong	Hm	U	Hm	0	0			14.525	14.869212	195.5690000000008	162.53449999999958	96.94568706613173	94.50379113766148
M2006	1.0	2	 			 	 																																																							
M2006	1.0	3	Eric	$L1	B	Eric	Eric	N				sg	masc	0.0	root	0.0	root									O	L	O	O	O	O	O	U	O	O	O	O	O	O	I	hmH1	L	lone	hmH2	L	strong	hmH2	L	strong	Hm	U	mHm3	S	S			14.869212	15.213032	247.46299999999977	134.11550000000005	94.21608164472022	94.12557954800312
M2006	nan		 			 	 																																																							
M2006	2.0	1	bonjour	$L1	B	bonjour	bonjour	N				sg	masc	0.0	root	0.0	root									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	hmH1	B	lone	ml	B	strong	ml	B	strong	ml	B	mm	W	0			15.213032	15.484583	83.21800000000046	212.80324999999988	92.3787273496946	92.23687408107864
M2006	2.0	2	 			 	 																																																							
M2006	2.0	3	à	$L1	B	à	à	Pre						1.0	dep	1.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hmH1	I	lone	ml	I	strong	ml	I	strong	ml	L	mm	0	0			15.484583	15.565611	111.68600000000062	191.7606666666665	91.72790269314	91.79407977871632
M2006	2.0	4	 			 	 																																																							
M2006	2.0	5	tous	$L1	B	tous	tous	Pro			3.0	pl	masc	3.0	dep	3.0	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	hmH1	L	lone	ml	L	strong	ml	L	strong	ml	U	Llm1	S	S		0.415000000000001	15.565611	15.9	334.38899999999984	97.45200000000054	89.9511877582713	92.05331502141732
