Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0021			 			 	 																																																							
M0021	1	1	la	$L1	B	la	le	D				sg	fem	5	dep	5	dep									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	mmh2	B	included	mmh2	B	weak	hh	U	strong	hh	U	hm	0	0			0.667043	0.785	117.95699999999998	159.99999999999997	84.76655265460579	85.46365293661344
M0021	1	2	 			 	 																																																							
M0021	1	3	deuxième	$L1	B	deuxième	deuxième	Adj				sg	fem	5	dep	5	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh2	I	included	mmh2	L	weak	hh	U	weak	hh	U	hh	S	W			0.785	1.105	179.99999999999994	275.9856666666667	85.69035692475715	84.75703009856922
M0021	1	4	 			 	 																																																							
M0021	1	5	scène	$L1	B	scène	scène	N				sg	fem	0	root	0	root									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	mmh2	L	included	mmh2	U	strong	hm	U	strong	hm	U	hm	S	S		1.439082	1.105	1.675	570.0000000000001	159.99999999999997	84.26758869263215	85.46365293661344
M0021			 			 	 																																																							
M0021	2	1	c	$L1	B	c'	ce	Cl			3	sg	masc	3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hm	B	tail	hm	B	tail	hm	B	strong	hm	B	hm	_	0			3.114082	3.254082	140.0000000000001	209.99999999999997		
M0021	2	2	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hm	I	tail	hm	I	tail	hm	I	strong	hm	I	hm	_	0			3.114082	3.254082	140.0000000000001	209.99999999999997		
M0021	2	3	est	$L1	B	est	être	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hm	I	tail	hm	I	tail	hm	I	strong	hm	L	hm	_	0			3.114082	3.254082	140.0000000000001	209.99999999999997		
M0021	2	4	 			 	 																																																							
M0021	2	5	une	$L1	B	une	un	D				sg	fem	9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hm	I	tail	hm	I	tail	hm	I	strong	hm	U	mm	0	0			3.254082	3.494082	240.00000000000023	226.9010000000001	84.50343065418838	84.15080193784102
M0021	2	6	 			 	 																																																							
M0021	2	7	jeune	$L1	B	jeune	jeune	Adj				sg	fem	9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hm	I	tail	hm	I	tail	hm	L	strong	hm	U	mm	0	0			3.494082	3.674082	179.99999999999972	259.4247500000002	83.85254312786049	84.4128017599686
M0021	2	8	 			 	 																																																							
M0021	2	9	fille	$L1	B	fille	fille	N				sg	fem	3	pred	3	pred									O	I	I	O	O	O	O	O	O	O	O	O	O	O	L	hm	L	tail	hm	L	tail	hm	U	tail	mm	U	mm	S	0		0.77048	3.674082	4.331781	296.99600000000004	270.3515000000001	84.28591387789588	84.15080193784102
M0021	2	10	 			 	 																																																							
M0021	2	11	pauvre	$L1	B	pauvre	pauvre	Adj				sg	fem	9	dep	9	dep									U	I	I	O	O	O	O	O	O	O	O	O	O	O	B	hHm2	B	lone	hHm2	B	strong	hHm2	B	weak	mm	B	mm	_	0			5.102261	5.440785	240.4220000000006	163.19266666666633	83.63773317542254	84.01568176275663
M0021	2	12	 			 	 																																																							
M0021	2	13	et	$L1	B	et	et	J						11	junc			11	junc							B	I	O	O	O	O	O	O	O	O	O	O	O	O	I	hHm2	I	lone	hHm2	I	strong	hHm2	L	weak	mm	L	mm	0	0			5.440785	5.517432	240.4220000000006	163.19266666666633	83.63773317542254	84.01568176275663
M0021	2	14	 			 	 																																																							
M0021	2	15	affamée	$L1	B	affamée	affamé	Adj				sg	fem	13	junc			13	junc	11	para_coord	9	dep_inherited			L	I	I	O	O	O	O	O	O	O	O	O	O	O	L	hHm2	L	lone	hHm2	L	strong	hHm2	U	strong	mH	U	mH	0	S		1.025032	5.517432	6.102261	270.00000000000045	157.4144999999998	84.78774671410193	83.22099634610859
M0021	2	16	 			 	 																																																							
M0021	2	17	qui	$L1	B	qui	qui	Qu						19	sub	19	sub									B	I	I	O	O	O	O	O	O	O	O	O	O	O	B	mh	U	tail	mml2	U	tail	mml2	U	tail	mml2	U	mml2	_	0	H	1.627878	7.127293	7.68233	555.0370000000005		81.30880384753897	
M0021	2	18	 			 	 																																																							
M0021	2	19	lorgne	$L1	B	lorgne	lorgner	V	indicative	present	3	sg		9	dep	9	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	U	lone-dis-strong	llm1	U	dis-strong	llm1	U	dis-strong	ml	U	ml	_	S	H	1.02511	9.310208	10.553966	731.9430000000011	511.81500000000034	80.80609077276144	82.83244360175631
M0021	2	20	 			 	 																																																							
M0021	2	21	la	$L1	B	la	le	D				sg	fem	23	dep	23	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	B	lone	Hl	B	strong	Hl	B	strong	Hl	U	Hl	_	0			11.579076	11.799076	219.99999999999886	270.00000000000045	81.81134605642507	81.88017636491622
M0021	2	22	 			 	 																																																							
M0021	2	23	vitrine	$L1	B	vitrine	vitrine	N				sg	fem	19	obj	19	obj									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	L	lone	Hl	L	strong	Hl	L	strong	Hl	U	ml	0	S			11.799076	12.339076	390.00000000000057	196.66666666666603	82.14733177922275	81.17227535181269
M0021	2	24	 			 	 																																																							
M0021	2	25	d	$L1	B	d'	de	Pre						23	dep	23	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	B	tail	ll	B	tail	ll	B	tail	ll	B	ll	0	0	H		12.339076	12.559076	219.99999999999886	270.00000000000045	80.09245904840328	81.88017636491622
M0021	2	26	'	$L1	I																					I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	I	tail	ll	I	tail	ll	I	tail	ll	I	ll	0	0	H		12.339076	12.559076	219.99999999999886	270.00000000000045	80.09245904840328	81.88017636491622
M0021	2	27	un	$L1	B	un	un	D				sg	masc	29	dep	29	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	L	tail	ll	L	tail	ll	L	tail	ll	L	ll	0	0	H	0.391317000000001	12.339076	12.559076	219.99999999999886	270.00000000000045	80.09245904840328	81.88017636491622
M0021	2	28	 			 	 																																																							
M0021	2	29	pâtissier	$L1	B	pâtissier	pâtissier	N				sg	masc	25	dep	25	dep									L	L	L	O	O	O	O	O	O	O	O	O	O	O	L	mh	U	lone	mH	U	strong	mH	U	strong	mHl1	U	lH	_	S		1.6196	12.950393	13.803974	533.3629999999996	160.10900000000026	83.74101445329526	81.3708614281961
M0021			 			 	 																																																							
M0021	3	1	elle	$L1	B	elle	elle	Cl			3	sg	fem	3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	lm	B	lone	mm	B	strong	mm	B	strong	mm	U	mm	_	0			15.423574	15.555152	131.5779999999993	250.0	81.96171109563893	81.7132645381329
M0021	3	2	 			 	 																																																							
M0021	3	3	voit	$L1	B	voit	voir	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	L	lone	mm	L	strong	mm	L	strong	mm	U	mm	S	S			15.736287	15.895152	339.9999999999999	168.41500000000013	81.58467812237961	81.76232053578151
M0021	3	4	 			 	 																																																							
M0021	3	5	le	$L1	B	le	le	D				sg	masc	7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	B	motherless	mmh3	B	weak	mmh3	U	weak	mm	U	ml	0	0			15.895152	16.055152	160.00000000000014	233.90050000000028	81.8418509538862	82.12044194621976
M0021	3	6	 			 	 																																																							
M0021	3	7	garçon	$L1	B	garçon	garçon	N				sg	masc	3	obj	3	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	L	motherless	mmh3	L	weak	mmh3	U	weak	hm	U	hm	W	W			16.055152	16.519176	250.35700000000105	180.2602499999999	83.4519790090411	82.44607004284646
M0021	3	8	 			 	 																																																							
M0021	3	9	pâtissier	$L1	B	pâtissier	pâtissier	N				sg	masc/fem	7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	U	filled-dis	mm	U	filled-dis	mm	U	filled-dis	mm	U	hm	0	S		0.559252000000001	16.519176	17.255152	388.6019999999988	173.68699999999927	83.78257500248517	83.22951482984013
M0021	3	10	 			 	 																																																							
M0021	3	11	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	lm	U	filled-pause	ml	U	filled-pause	ml	U	filled-pause	ml	U	ml	_	0	H	0.0899999999999999	17.814404	18.184404	370.000000000001		80.52323479996733	
M0021	3	12	 			 	 																																																							
M0021	3	13	qui	$L1	B	qui	qui	Qu						15	sub	15	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	B	lone	mml2	B	strong	mml2	U	strong	ml	U	ml	_	0	H		18.274404	18.774404	500.0	334.9999999999991	80.11025380175671	80.72810358022298
