Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0008	nan		 			 	 																																																							
M0008	1	1	vous	$L1	B	vous	vous	Cl			2.0	pl		3.0	sub	3.0	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	ml	B	lone	mH	B	strong	mH	B	strong	mH	U	hm	0	0			0.725947	0.790863	64.91599999999997	120.53300000000006	94.49217999666166	94.80204341365234
M0008	1	2	 			 	 																																																							
M0008	1	3	allez	$L1	B	allez	aller	V	indicative	present	2.0	pl		0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mH	I	strong	mH	I	strong	mH	U	mm	0	0			0.790863	1.031929	100.00000000000009	112.56149999999997	95.04015136656456	95.04545572992242
M0008	1	4	 			 	 																																																							
M0008	1	5	à	$L1	B	à	à	Pre						3.0	obl	3.0	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mH	I	strong	mH	I	strong	mH	U	mm	0	0			1.031929	1.061929	29.999999999999805	157.76650000000006	95.36865403163875	95.43472175576244
M0008	1	6	 			 	 																																																							
M0008	1	7	Hermillon	$L1	B	Hermillon	Hermillon	N				sg	masc/fem	5.0	dep	5.0	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	ml	L	lone	mH	L	strong	mH	L	strong	mH	U	mh	0	S			1.061929	1.7387	286.7709999999999	243.05225	97.60544471585564	94.97248804978386
M0008	nan		 			 	 																																																							
M0008	2	1	et	$L1	B	et	et	J						0.0	root	0.0	root									O	B	O	O	O	O	O	O	O	O	O	O	O	U	I	ml	U	filled-dis	hl	U	filled-dis	hl	U	filled-dis	hl	U	hl	W	W	H		1.7387	2.0687	330.0000000000003	238.23866666666655	94.9752191284893	95.58770811861756
M0008	2	2	 			 	 																																																							
M0008	2	3	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	O	B	O	O	O	O	O	O	O	O	U	O	I	ml	U	filled-pause	lm	U	filled-pause	lm	U	filled-pause	lm	U	lm	S	S	H	0.589183	2.0687	2.320909	252.2089999999997	308.3855000000001	92.77993287490118	96.29033192217248
M0008	2	4	 			 	 																																																							
M0008	2	5	ensuite	$L1	B	ensuite	ensuite	Adv						0.0	root	0.0	root									O	I	O	L	O	O	O	O	O	O	O	O	O	O	I	ml	U	lone	mmh3	U	strong	mmh3	U	strong	mmh3	U	mmh2	_	S			2.910092	3.267141	227.0490000000001	174.31699999999998	94.98606915766533	94.40694976404666
M0008	2	6	 			 	 																																																							
M0008	2	7	vous	$L1	B	vous	vous	Cl			2.0	pl		9.0	sub	9.0	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	ml	B	lone	mh	B	strong	mh	B	weak	mm	U	mm	0	0			3.267141	3.510092	242.9510000000001	156.76224999999988	94.24174583327762	94.72990229590944
M0008	2	8	 			 	 																																																							
M0008	2	9	prenez	$L1	B	prenez	prendre	V	indicative	present	2.0	pl		1.0	dep	1.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	I	weak	mm	U	mm	0	0			3.510092	3.780092	119.99999999999966	158.23775000000006	94.95443656711012	94.89946145481332
M0008	2	10	 			 	 																																																							
M0008	2	11	la	$L1	B	la	le	D				sg	fem	13.0	dep	13.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	I	weak	mm	U	mm	0	0			3.780092	3.900092	120.00000000000011	132.49999999999983	95.42957700442378	95.13487054901782
M0008	2	12	 			 	 																																																							
M0008	2	13	direction	$L1	B	direction	direction	N				sg	fem	9.0	obj	9.0	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	I	weak	mm	U	mm	0	0			3.900092	4.33007	169.9780000000004	251.40575	95.78969769557364	96.12959076167505
M0008	2	14	 			 	 																																																							
M0008	2	15	de	$L1	B	de	de	Pre						13.0	dep	13.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	I	weak	mm	B	mm	W	0			4.33007	4.390092	169.9780000000004	251.40575	95.78969769557364	96.12959076167505
M0008	2	16	 			 	 																																																							
M0008	2	17	Saint	$L1	B	Saint-Jean	Saint-Jean	N				sg	masc	15.0	dep	15.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	L	weak	mm	L	mm	W	S			4.390092	4.670092	405.6009999999999	192.5000000000001	97.38697049520395	95.81900533550258
M0008	2	18	-	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mh	I	strong	mh	B	strong	mmh2	B	mmh2	W	S			4.670092	5.075693	405.6009999999999	192.5000000000001	97.38697049520395	95.81900533550258
M0008	2	19	Jean	$L1	I																					O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	ml	L	lone	mh	L	strong	mh	L	strong	mmh2	L	mmh2	W	S			4.670092	5.075693	405.6009999999999	192.5000000000001	97.38697049520395	95.81900533550258
M0008	nan		 			 	 																																																							
M0008	3	1	vous	$L1	B	vous	vous	Cl			2.0	pl		3.0	sub	3.0	sub									B	B	B	O	O	O	O	O	O	O	O	O	O	O	I	ml	B	included	mh	B	weak	mm	B	weak	mm	U	_	0	0	H		5.075693	5.165693	89.99999999999986	287.6135	96.54378320522493	95.48050637762309
M0008	3	2	 			 	 																																																							
M0008	3	3	passe~	$L1	B	passe~	passe~	V	indicative	present	3.0	sg		0.0	root	0.0	root									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	included	mh	I	weak	mm	I	weak	mm	B	ml	0	0	H		5.165693	5.485693	234.8309999999998	165.00000000000003	93.59251457407656	94.82226911169772
M0008	3	4	 			 	 																																																							
M0008	3	5	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									B	I	I	O	O	O	O	O	O	O	O	O	U	O	I	ml	I	included	mh	I	weak	mm	I	weak	mm	L	ml	0	0	H		5.485693	5.570524	234.8309999999998	165.00000000000003	93.59251457407656	94.82226911169772
M0008	nan	 			 	 																																																								
M0008	4	7	vous	$L1	B	vous	vous	Cl			2.0	pl		9.0	sub	9.0	sub									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	included	mh	I	weak	mm	I	weak	mm	U	mlL1	0	0			5.570524	5.790524	219.99999999999972	178.70775000000006	93.53451198926922	94.41508942400822
M0008	4	8	 			 	 																																																							
M0008	4	9	prenez	$L1	B	prenez	prendre	V	indicative	present	2.0	pl		3.0	para_reform					3.0	para_reform	0.0	root_inherited			L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	included	mh	L	weak	mm	L	weak	mm	U	mm	0	W			5.790524	6.100524	129.9999999999999	185.00000000000009	94.8570618696596	94.7183100122207
M0008	4	10	 			 	 																																																							
M0008	4	11	la	$L1	B	la	le	D				sg	fem	15.0	dep	15.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	L	included	mh	U	strong	mm	U	strong	mm	U	mm	0	0			6.100524	6.220524	120.00000000000011	175.00000000000006	95.34769362997724	95.205541307529
M0008	4	12	 			 	 																																																							
M0008	4	13	grande	$L1	B	grande	grand	Adj				sg	fem	15.0	dep	15.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	B	lone	mhm2	B	strong	mhm2	B	strong	mhm2	B	mm	S	S			6.220524	6.470524	219.99999999999972	218.61774999999997	95.84509439969808	95.65880127224756
M0008	4	14	 			 	 																																																							
M0008	4	15	ligne	$L1	B	ligne	ligne	N				sg	fem	9.0	obj	9.0	obj					3.0	obj_inherited			O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	ml	I	lone	mhm2	I	strong	mhm2	I	strong	mhm2	L	mm	0	0			6.470524	6.610524	169.99999999999994	264.8236666666665	95.97406893082	95.88305622940292
M0008	4	16	 			 	 																																																							
