Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M1003	nan		 			 	 																																																							
M1003	1	1	alors	$L1	B	alors	alors	Adv						0.0	root	0.0	root									O	B	O	O	O	O	O	O	O	O	O	O	O	U	B	mm	B	lone	mh	B	strong	mh	B	weak	mh	B	ml	0	S			0.259246	0.618865	183.95500000000004	133.68166666666667	92.99352869286496	93.94252231381596
M1003	1	2	 			 	 																																																							
M1003	1	3	euh	$L1	B	euh	euh	I						0.0	root	0.0	root									O	I	B	O	O	O	O	O	O	O	O	O	U	O	I	mm	I	lone	mh	I	strong	mh	L	weak	mh	L	ml	0	0	H		0.618865	0.704246	155.459	137.38525	93.01474584914808	94.7344277860087
M1003	1	4	 			 	 																																																							
M1003	1	5	bonjour	$L1	B	bonjour	bonjour	N				sg	masc	0.0	root	0.0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	lone	mh	L	strong	mh	U	strong	hh	U	hh	W	S			0.704246	0.964246	120.0	243.62425	97.13136135887004	94.6706817493334
M1003	1	6	 			 	 																																																							
M1003	1	7	à	$L1	B	à	à	Pre						5.0	dep	5.0	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	B	lone	hHm2	B	strong	hHm2	B	strong	hHm2	U	hm	0	0			0.964246	1.164246	199.99999999999983	277.923	95.17072021549932	95.04613412108638
M1003	1	8	 			 	 																																																							
M1003	1	9	tous	$L1	B	tous	tous	Pro			3.0	pl	masc	7.0	dep	7.0	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	lone	hHm2	L	strong	hHm2	L	strong	hHm2	U	mhH3	S	S			1.164246	1.643284	479.03800000000007	294.70474999999993	96.13361393538833	94.16759857738252
M1003	nan		 			 	 																																																							
