Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0022			 			 	 																																																							
M0022	1	1	mh	$L1	B	mh	mh	I						0	root	0	root									O	B	O	B	O	O	O	O	O	O	O	O	U	O	B	lH	U	motherless-dis-weak	ml	U	dis-weak	ml	U	dis-weak	ml	U	ml	0	W	H		0.573166	1.315	741.834	620.0000000000001	79.51684063898689	76.92067798173991
M0022	1	2	 			 	 																																																							
M0022	1	3	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	I	O	L	O	O	O	O	O	O	O	O	O	O	I	lH	U	filled-dis	ml	U	filled-dis	ml	U	filled-dis	ml	U	ml	S	S			1.315	2.065	750.0	615.917	77.23049232633944	78.06385213806365
M0022	1	4	 			 	 																																																							
M0022	1	5	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	B	O	O	O	O	O	O	O	O	O	U	O	I	lH	U	filled-pause	ll	U	filled-pause	ll	U	filled-pause	ll	U	ll	0	0	H	1.09	2.065	2.555	490.0000000000002	745.9169999999999	76.6108636371404	78.37366648266317
M0022	1	6	 			 	 																																																							
M0022	1	7	on	$L1	B	on	on	Cl			3	sg	masc	9	sub	9	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	B	included	mm	B	weak	ml	B	weak	ml	U	ml	_	0			3.645	3.765	120.00000000000011	215.00000000000009	79.15404481499863	78.52434058599651
M0022	1	8	 			 	 																																																							
M0022	1	9	voit	$L1	B	voit	voir	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	L	included	mm	L	weak	ml	L	weak	ml	U	ll	W	W			3.765	3.915	149.99999999999991	222.86533333333333	78.62488559209444	78.654792517277
M0022	1	10	 			 	 																																																							
M0022	1	11	Chaplin	$L1	B	Chaplin	Chaplin	N				sg	masc	9	obj	9	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	B	lone-dis-strong	ml	B	dis-strong	ml	B	dis-strong	ml	B	ml	0	S			3.915	4.605636	268.5959999999996	370.6700000000002	78.3865371569338	78.1325663289206
M0022	1	12	 			 	 																																																							
M0022	1	13	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	lH	L	lone-dis-strong	ml	L	dis-strong	ml	L	dis-strong	ml	L	ml	S	S	H		4.605636	5.265	801.4039999999998	227.14900000000006	77.63771450878572	78.27464649464633
M0022	1	14	 			 	 																																																							
M0022	1	15	s	$L1	B	s'	se	Cl			3	sg/pl	masc/fem	17	obj	17	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	B	motherless	ll	B	weak	ll	B	weak	ll	B	ml	0	W			5.265	5.855	230.00000000000043	197.5	78.19343151871891	77.72455182336809
M0022	1	16	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	I	motherless	ll	I	weak	ll	I	weak	ll	I	ml	0	W			5.265	5.855	230.00000000000043	197.5	78.19343151871891	77.72455182336809
M0022	1	17	habiller	$L1	B	habiller	habiller	V	infinitive					9	pred	9	pred									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	L	motherless	ll	L	weak	ll	L	weak	ll	L	ml	0	W			5.265	5.855	230.00000000000043	197.5	78.19343151871891	77.72455182336809
M0022	1	18	 			 	 																																																							
M0022	1	19	pour	$L1	B	pour	pour	Pre						17	ad	17	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lH	B	motherless	ll	B	weak	ll	B	weak	ll	U	ll	0	0			5.855	6.043916	188.91599999999985	189.95199999999988	77.56915954243527	77.68611752867093
M0022	1	20	 			 	 																																																							
